study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_platform	instrument_model	fastq_ftp	sample_alias	sample_title
PRJNA650381	SAMN27743956	SRX14975590	SRR18897168	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/068/SRR18897168/SRR18897168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/068/SRR18897168/SRR18897168_2.fastq.gz	IDR1900028264-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27743973	SRX14975589	SRR18897169	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/069/SRR18897169/SRR18897169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/069/SRR18897169/SRR18897169_2.fastq.gz	IDR1900031471-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27743972	SRX14975588	SRR18897170	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/070/SRR18897170/SRR18897170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/070/SRR18897170/SRR18897170_2.fastq.gz	IDR1900031470-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27743971	SRX14975587	SRR18897171	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/071/SRR18897171/SRR18897171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/071/SRR18897171/SRR18897171_2.fastq.gz	IDR1900031468-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27743970	SRX14975586	SRR18897172	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/072/SRR18897172/SRR18897172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/072/SRR18897172/SRR18897172_2.fastq.gz	IDR1900031180-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27743969	SRX14975585	SRR18897173	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/073/SRR18897173/SRR18897173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/073/SRR18897173/SRR18897173_2.fastq.gz	IDR1900031012-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27743968	SRX14975584	SRR18897174	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/074/SRR18897174/SRR18897174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/074/SRR18897174/SRR18897174_2.fastq.gz	IDR1900030837-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27743967	SRX14975583	SRR18897175	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/075/SRR18897175/SRR18897175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/075/SRR18897175/SRR18897175_2.fastq.gz	IDR1900030651-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27743966	SRX14975582	SRR18897176	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/076/SRR18897176/SRR18897176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/076/SRR18897176/SRR18897176_2.fastq.gz	IDR1900030392-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27743965	SRX14975581	SRR18897177	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/077/SRR18897177/SRR18897177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/077/SRR18897177/SRR18897177_2.fastq.gz	IDR1900029829-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27743964	SRX14975580	SRR18897178	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/078/SRR18897178/SRR18897178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/078/SRR18897178/SRR18897178_2.fastq.gz	IDR1900029809-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27743955	SRX14975579	SRR18897179	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/079/SRR18897179/SRR18897179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/079/SRR18897179/SRR18897179_2.fastq.gz	IDR1900022519-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27743954	SRX14975578	SRR18897180	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/080/SRR18897180/SRR18897180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR188/080/SRR18897180/SRR18897180_2.fastq.gz	IDR1900016129-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761173	SRX14987896	SRR18909909	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/009/SRR18909909/SRR18909909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/009/SRR18909909/SRR18909909_2.fastq.gz	IDR1900031546-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761172	SRX14987895	SRR18909910	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/010/SRR18909910/SRR18909910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/010/SRR18909910/SRR18909910_2.fastq.gz	IDR1900031545-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761171	SRX14987894	SRR18909911	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/011/SRR18909911/SRR18909911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/011/SRR18909911/SRR18909911_2.fastq.gz	IDR1900031542-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761170	SRX14987893	SRR18909912	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/012/SRR18909912/SRR18909912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/012/SRR18909912/SRR18909912_2.fastq.gz	IDR1900031541-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761169	SRX14987892	SRR18909913	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/013/SRR18909913/SRR18909913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/013/SRR18909913/SRR18909913_2.fastq.gz	IDR1900031540-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761168	SRX14987891	SRR18909914	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/014/SRR18909914/SRR18909914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/014/SRR18909914/SRR18909914_2.fastq.gz	IDR1900031537-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761167	SRX14987890	SRR18909915	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/015/SRR18909915/SRR18909915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/015/SRR18909915/SRR18909915_2.fastq.gz	IDR1900031536-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761166	SRX14987889	SRR18909916	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/016/SRR18909916/SRR18909916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/016/SRR18909916/SRR18909916_2.fastq.gz	IDR1900031534-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761183	SRX14987888	SRR18909917	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/017/SRR18909917/SRR18909917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/017/SRR18909917/SRR18909917_2.fastq.gz	IDR1900032455-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761182	SRX14987887	SRR18909918	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/018/SRR18909918/SRR18909918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/018/SRR18909918/SRR18909918_2.fastq.gz	IDR1900032219-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761181	SRX14987886	SRR18909919	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/019/SRR18909919/SRR18909919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/019/SRR18909919/SRR18909919_2.fastq.gz	IDR1900032218-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761180	SRX14987885	SRR18909920	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/020/SRR18909920/SRR18909920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/020/SRR18909920/SRR18909920_2.fastq.gz	IDR1900032217-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761179	SRX14987884	SRR18909921	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/021/SRR18909921/SRR18909921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/021/SRR18909921/SRR18909921_2.fastq.gz	IDR1900031716-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761178	SRX14987883	SRR18909922	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/022/SRR18909922/SRR18909922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/022/SRR18909922/SRR18909922_2.fastq.gz	IDR1900031552-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761177	SRX14987882	SRR18909923	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/023/SRR18909923/SRR18909923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/023/SRR18909923/SRR18909923_2.fastq.gz	IDR1900031551-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761176	SRX14987881	SRR18909924	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/024/SRR18909924/SRR18909924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/024/SRR18909924/SRR18909924_2.fastq.gz	IDR1900031550-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761175	SRX14987880	SRR18909925	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/025/SRR18909925/SRR18909925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/025/SRR18909925/SRR18909925_2.fastq.gz	IDR1900031548-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761174	SRX14987879	SRR18909926	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/026/SRR18909926/SRR18909926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/026/SRR18909926/SRR18909926_2.fastq.gz	IDR1900031547-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761165	SRX14987878	SRR18909927	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/027/SRR18909927/SRR18909927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/027/SRR18909927/SRR18909927_2.fastq.gz	IDR1900031533-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761164	SRX14987877	SRR18909928	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/028/SRR18909928/SRR18909928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/028/SRR18909928/SRR18909928_2.fastq.gz	IDR1900031532-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761472	SRX14988140	SRR18910153	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/053/SRR18910153/SRR18910153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/053/SRR18910153/SRR18910153_2.fastq.gz	IDR1900034094-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761471	SRX14988139	SRR18910154	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/054/SRR18910154/SRR18910154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/054/SRR18910154/SRR18910154_2.fastq.gz	IDR1900034064-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761470	SRX14988138	SRR18910155	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/055/SRR18910155/SRR18910155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/055/SRR18910155/SRR18910155_2.fastq.gz	IDR1900033490-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761469	SRX14988137	SRR18910156	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/056/SRR18910156/SRR18910156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/056/SRR18910156/SRR18910156_2.fastq.gz	IDR1900033246-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761468	SRX14988136	SRR18910157	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/057/SRR18910157/SRR18910157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/057/SRR18910157/SRR18910157_2.fastq.gz	IDR1900032870-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761467	SRX14988135	SRR18910158	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/058/SRR18910158/SRR18910158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/058/SRR18910158/SRR18910158_2.fastq.gz	IDR1900032609-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761466	SRX14988134	SRR18910159	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/059/SRR18910159/SRR18910159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/059/SRR18910159/SRR18910159_2.fastq.gz	IDR1900032608-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761465	SRX14988133	SRR18910160	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/060/SRR18910160/SRR18910160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/060/SRR18910160/SRR18910160_2.fastq.gz	IDR1900032605-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761482	SRX14988132	SRR18910161	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/061/SRR18910161/SRR18910161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/061/SRR18910161/SRR18910161_2.fastq.gz	IDR1900034830-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761481	SRX14988131	SRR18910162	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/062/SRR18910162/SRR18910162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/062/SRR18910162/SRR18910162_2.fastq.gz	IDR1900034828-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761480	SRX14988130	SRR18910163	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/063/SRR18910163/SRR18910163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/063/SRR18910163/SRR18910163_2.fastq.gz	IDR1900034827-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761479	SRX14988129	SRR18910164	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/064/SRR18910164/SRR18910164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/064/SRR18910164/SRR18910164_2.fastq.gz	IDR1900034820-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761478	SRX14988128	SRR18910165	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/065/SRR18910165/SRR18910165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/065/SRR18910165/SRR18910165_2.fastq.gz	IDR1900034816-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761477	SRX14988127	SRR18910166	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/066/SRR18910166/SRR18910166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/066/SRR18910166/SRR18910166_2.fastq.gz	IDR1900034811-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761476	SRX14988126	SRR18910167	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/067/SRR18910167/SRR18910167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/067/SRR18910167/SRR18910167_2.fastq.gz	IDR1900034591-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761475	SRX14988125	SRR18910168	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/068/SRR18910168/SRR18910168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/068/SRR18910168/SRR18910168_2.fastq.gz	IDR1900034590-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761474	SRX14988124	SRR18910169	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/069/SRR18910169/SRR18910169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/069/SRR18910169/SRR18910169_2.fastq.gz	IDR1900034250-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761473	SRX14988123	SRR18910170	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/070/SRR18910170/SRR18910170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/070/SRR18910170/SRR18910170_2.fastq.gz	IDR1900034095-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761464	SRX14988122	SRR18910171	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/071/SRR18910171/SRR18910171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/071/SRR18910171/SRR18910171_2.fastq.gz	IDR1900032603-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761463	SRX14988121	SRR18910172	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/072/SRR18910172/SRR18910172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/072/SRR18910172/SRR18910172_2.fastq.gz	IDR1900032459-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761581	SRX14988180	SRR18910193	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/093/SRR18910193/SRR18910193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/093/SRR18910193/SRR18910193_2.fastq.gz	IDR1900034841-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761580	SRX14988179	SRR18910194	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/094/SRR18910194/SRR18910194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/094/SRR18910194/SRR18910194_2.fastq.gz	IDR1900034840-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761579	SRX14988178	SRR18910195	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/095/SRR18910195/SRR18910195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/095/SRR18910195/SRR18910195_2.fastq.gz	IDR1900034839-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761578	SRX14988177	SRR18910196	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/096/SRR18910196/SRR18910196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/096/SRR18910196/SRR18910196_2.fastq.gz	IDR1900034838-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761577	SRX14988176	SRR18910197	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/097/SRR18910197/SRR18910197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/097/SRR18910197/SRR18910197_2.fastq.gz	IDR1900034837-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761576	SRX14988175	SRR18910198	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/098/SRR18910198/SRR18910198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/098/SRR18910198/SRR18910198_2.fastq.gz	IDR1900034835-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761575	SRX14988174	SRR18910199	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/099/SRR18910199/SRR18910199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/099/SRR18910199/SRR18910199_2.fastq.gz	IDR1900034834-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27761574	SRX14988173	SRR18910200	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/000/SRR18910200/SRR18910200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/000/SRR18910200/SRR18910200_2.fastq.gz	IDR1900034833-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
